station,station_name,lat,lon,day,doy,high,low,precip,snow
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,1/27/00 12:00 AM,27,15,-9,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,1/27/00 12:00 AM,27,21,-2,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,1/27/00 12:00 AM,27,16,-7,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,1/28/00 12:00 AM,28,24,0,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,1/28/00 12:00 AM,28,20,-3,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,1/28/00 12:00 AM,28,28,9,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,1/28/00 12:00 AM,28,19,-3,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,1/28/00 12:00 AM,28,26,4,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,1/28/00 12:00 AM,28,25,4,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,1/28/00 12:00 AM,28,21,1,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,1/28/00 12:00 AM,28,21,-5,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,1/28/00 12:00 AM,28,21,-6,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,1/29/00 12:00 AM,29,22,9,0.02,0.3
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,1/29/00 12:00 AM,29,24,10,0.03,0.5
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,1/29/00 12:00 AM,29,22,3,0,0.1
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,1/29/00 12:00 AM,29,28,16,0.09,0.9
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,1/29/00 12:00 AM,29,23,1,0.03,0.2
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,1/29/00 12:00 AM,29,24,-1,0,0.1
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,1/29/00 12:00 AM,29,26,14,0.07,0.9
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,1/29/00 12:00 AM,29,25,13,0.07,0.7
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,1/29/00 12:00 AM,29,22,7,0.02,0.4
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,1/30/00 12:00 AM,30,26,19,0.21,2.6
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,1/30/00 12:00 AM,30,25,13,0.02,0.3
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,1/30/00 12:00 AM,30,27,17,0.08,1.3
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,1/30/00 12:00 AM,30,25,13,0.03,0.3
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,1/30/00 12:00 AM,30,26,17,0.1,1.2
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,1/30/00 12:00 AM,30,27,14,0.01,0.6
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,1/30/00 12:00 AM,30,27,19,0.19,3
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,1/30/00 12:00 AM,30,28,15,0.08,1.5
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,1/30/00 12:00 AM,30,24,10,0,0.1
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,1/31/00 12:00 AM,31,27,6,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,1/31/00 12:00 AM,31,23,5,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,1/31/00 12:00 AM,31,22,6,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,1/31/00 12:00 AM,31,27,7,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,1/31/00 12:00 AM,31,27,9,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,1/31/00 12:00 AM,31,25,5,0.02,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,1/31/00 12:00 AM,31,21,4,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,1/31/00 12:00 AM,31,27,6,0.01,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,1/31/00 12:00 AM,31,24,8,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/1/00 12:00 AM,32,26,6,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/1/00 12:00 AM,32,26,5,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/1/00 12:00 AM,32,29,9,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/1/00 12:00 AM,32,29,6,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/1/00 12:00 AM,32,27,3,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/1/00 12:00 AM,32,31,6,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/1/00 12:00 AM,32,32,8,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/1/00 12:00 AM,32,33,10,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/1/00 12:00 AM,32,26,7,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/2/00 12:00 AM,33,27,2,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/2/00 12:00 AM,33,27,4,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/2/00 12:00 AM,33,27,10,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/2/00 12:00 AM,33,28,9,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/2/00 12:00 AM,33,25,10,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/2/00 12:00 AM,33,23,10,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/2/00 12:00 AM,33,28,12,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/2/00 12:00 AM,33,25,8,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/2/00 12:00 AM,33,26,11,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/3/00 12:00 AM,34,41,16,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/3/00 12:00 AM,34,39,14,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/3/00 12:00 AM,34,38,15,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/3/00 12:00 AM,34,34,11,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/3/00 12:00 AM,34,44,20,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/3/00 12:00 AM,34,35,8,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/3/00 12:00 AM,34,37,14,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/3/00 12:00 AM,34,45,18,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/3/00 12:00 AM,34,42,19,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/4/00 12:00 AM,35,40,21,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/4/00 12:00 AM,35,38,22,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/4/00 12:00 AM,35,34,22,0,0.1
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/4/00 12:00 AM,35,31,20,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/4/00 12:00 AM,35,39,21,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/4/00 12:00 AM,35,34,20,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/4/00 12:00 AM,35,35,20,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/4/00 12:00 AM,35,44,22,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/4/00 12:00 AM,35,32,22,0,0.1
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/5/00 12:00 AM,36,27,10,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/5/00 12:00 AM,36,32,16,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/5/00 12:00 AM,36,24,8,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/5/00 12:00 AM,36,32,20,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/5/00 12:00 AM,36,28,13,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/5/00 12:00 AM,36,32,12,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/5/00 12:00 AM,36,31,11,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/5/00 12:00 AM,36,26,11,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/5/00 12:00 AM,36,30,15,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/6/00 12:00 AM,37,32,12,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/6/00 12:00 AM,37,35,10,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/6/00 12:00 AM,37,39,12,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/6/00 12:00 AM,37,42,12,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/6/00 12:00 AM,37,37,14,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/6/00 12:00 AM,37,31,16,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/6/00 12:00 AM,37,34,11,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/6/00 12:00 AM,37,35,20,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/6/00 12:00 AM,37,39,15,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/7/00 12:00 AM,38,50,20,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/7/00 12:00 AM,38,45,21,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/7/00 12:00 AM,38,36,14,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/7/00 12:00 AM,38,34,13,0.03,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/7/00 12:00 AM,38,37,18,0.02,0.1
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/7/00 12:00 AM,38,48,22,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/7/00 12:00 AM,38,42,20,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/7/00 12:00 AM,38,38,18,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/7/00 12:00 AM,38,44,22,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/8/00 12:00 AM,39,32,10,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/8/00 12:00 AM,39,31,4,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/8/00 12:00 AM,39,29,12,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/8/00 12:00 AM,39,43,15,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/8/00 12:00 AM,39,33,13,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/8/00 12:00 AM,39,37,19,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/8/00 12:00 AM,39,35,14,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/8/00 12:00 AM,39,28,6,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/8/00 12:00 AM,39,42,18,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/9/00 12:00 AM,40,55,19,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/9/00 12:00 AM,40,50,19,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/9/00 12:00 AM,40,48,19,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/9/00 12:00 AM,40,43,21,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/9/00 12:00 AM,40,38,13,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/9/00 12:00 AM,40,42,13,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/9/00 12:00 AM,40,39,17,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/9/00 12:00 AM,40,57,17,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/9/00 12:00 AM,40,45,19,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/10/00 12:00 AM,41,43,27,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/10/00 12:00 AM,41,39,30,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/10/00 12:00 AM,41,57,29,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/10/00 12:00 AM,41,47,30,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/10/00 12:00 AM,41,60,27,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/10/00 12:00 AM,41,52,33,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/10/00 12:00 AM,41,45,30,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/10/00 12:00 AM,41,52,28,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/10/00 12:00 AM,41,41,28,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/11/00 12:00 AM,42,35,15,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/11/00 12:00 AM,42,30,4,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/11/00 12:00 AM,42,34,12,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/11/00 12:00 AM,42,37,21,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/11/00 12:00 AM,42,33,8,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/11/00 12:00 AM,42,37,15,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/11/00 12:00 AM,42,40,26,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/11/00 12:00 AM,42,38,21,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/11/00 12:00 AM,42,34,9,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/12/00 12:00 AM,43,24,6,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/12/00 12:00 AM,43,29,20,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/12/00 12:00 AM,43,27,14,0.01,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/12/00 12:00 AM,43,26,10,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/12/00 12:00 AM,43,27,14,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/12/00 12:00 AM,43,26,13,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/12/00 12:00 AM,43,22,7,0.02,0.1
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/12/00 12:00 AM,43,20,7,0,0.1
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/12/00 12:00 AM,43,27,18,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/13/00 12:00 AM,44,31,21,0.07,0.8
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/13/00 12:00 AM,44,32,20,0.07,0.9
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/13/00 12:00 AM,44,36,21,0.01,0.3
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/13/00 12:00 AM,44,33,22,0.02,0.3
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/13/00 12:00 AM,44,27,15,0.18,1.9
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/13/00 12:00 AM,44,29,16,0.15,1.5
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/13/00 12:00 AM,44,31,15,0.13,1.1
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/13/00 12:00 AM,44,32,18,0.08,1
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/13/00 12:00 AM,44,30,23,0.03,0.4
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/14/00 12:00 AM,45,29,21,0.02,0.2
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/14/00 12:00 AM,45,33,26,0.03,0.2
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/14/00 12:00 AM,45,25,14,0.01,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/14/00 12:00 AM,45,27,18,0.03,0.3
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/14/00 12:00 AM,45,31,23,0.03,0.2
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/14/00 12:00 AM,45,24,17,0,0.1
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/14/00 12:00 AM,45,31,22,0.08,0.3
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/14/00 12:00 AM,45,22,8,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/14/00 12:00 AM,45,29,15,0.01,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/15/00 12:00 AM,46,38,14,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/15/00 12:00 AM,46,29,16,0.01,0.2
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/15/00 12:00 AM,46,36,22,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/15/00 12:00 AM,46,33,20,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/15/00 12:00 AM,46,30,18,0.02,0.2
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/15/00 12:00 AM,46,31,22,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/15/00 12:00 AM,46,35,12,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/15/00 12:00 AM,46,32,26,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/15/00 12:00 AM,46,31,7,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/16/00 12:00 AM,47,42,18,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/16/00 12:00 AM,47,43,10,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/16/00 12:00 AM,47,60,19,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/16/00 12:00 AM,47,61,16,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/16/00 12:00 AM,47,54,17,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/16/00 12:00 AM,47,45,13,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/16/00 12:00 AM,47,47,22,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/16/00 12:00 AM,47,54,13,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/16/00 12:00 AM,47,55,25,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/17/00 12:00 AM,48,36,23,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/17/00 12:00 AM,48,38,19,0.01,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,2/17/00 12:00 AM,48,31,11,0,0.4
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/17/00 12:00 AM,48,27,12,0.03,0.1
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,2/17/00 12:00 AM,48,35,13,0.03,0.1
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/17/00 12:00 AM,48,33,17,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/17/00 12:00 AM,48,26,12,0,0.1
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/17/00 12:00 AM,48,32,18,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/17/00 12:00 AM,48,39,16,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,2/18/00 12:00 AM,49,33,24,0.32,3.4
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,2/18/00 12:00 AM,49,38,27,0.35,2.4
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,2/18/00 12:00 AM,49,36,26,0.52,1.7
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,2/18/00 12:00 AM,49,37,27,0.48,2
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,2/18/00 12:00 AM,49,29,19,0.24,2.7
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,2/18/00 12:00 AM,49,33,23,0.3,2.9
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,2/18/00 12:00 AM,49,30,20,0.19,2.5
