Row,uid_a,uid_b,decision,decided_by,note,criterion_version,name_a,name_b,type_a,type_b,cross_type,proposed,sep_m,min_sep_m,max_sep_m,hesitate,comid_a,comid_b,same_comid,on_channel,shared_days,r,median_diff,channels_a,channels_b,agree_a,agree_b,seam
335,USGS:413611087200901,USGS:413611087201002,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"CITY HALL SOUTHEAST FLUME AT GARY, IN","CITY HALL SOUTH FLUME AT GARY, IN",storm_drain,storm_drain,False,distinct,22.98,22.98,22.98,False,3398182,3398182,True,discharge,195.0,0.4633,0.0003,discharge+gage_height+spec_cond,discharge+gage_height+spec_cond,True,True,
336,USGS:413611087201001,USGS:413611087201101,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"CITY HALL NORTH FLUME AT GARY, IN","CITY HALL WEST FLUME AT GARY, IN",storm_drain,storm_drain,False,distinct,22.98,22.98,22.98,False,3398182,3398182,True,discharge,189.0,0.5008,0.0,discharge+gage_height+spec_cond,discharge+gage_height+spec_cond,True,True,
337,USGS:413611087201002,USGS:413611087201101,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"CITY HALL SOUTH FLUME AT GARY, IN","CITY HALL WEST FLUME AT GARY, IN",storm_drain,storm_drain,False,distinct,22.98,22.98,22.98,False,3398182,3398182,True,discharge,228.0,0.6018,0.0,discharge+gage_height+spec_cond,discharge+gage_height+spec_cond,True,True,
338,USGS:01467688,USGS:01467689,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,WB Schuylkill River ab Pine Knot Disch at Duncott,"Pine Knot Disch 500 m bl Tunnel at Duncott, PA",stream,stream,False,distinct,23.28,23.28,23.28,False,4779851,4779851,True,discharge,1114.0,0.6897,-0.3128,discharge+water_temp,discharge+water_temp,True,True,
339,USGS:071948135,USGS:071948150,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"North Research Br at the WREC at Fayetteville, AR","Wetland BR at the WREC at Fayetteville, AR",stream,stream,False,distinct,24.79,24.79,24.79,False,398558,398558,True,discharge,854.0,0.8177,-0.0003,discharge,discharge,True,True,
340,USGS:402548073592301,USGS:402548073592303,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,251236-- GWW31,251238-- GWW33,well,well,False,distinct,25.85,25.85,25.85,False,6261948,6261948,True,spec_cond,327.0,0.2995,31262.1875,spec_cond,spec_cond,False,False,
341,USGS:402548073592301,USGS:402548073592304,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,251236-- GWW31,251239-- GWW34,well,well,False,distinct,25.85,25.85,25.85,False,6261948,6261948,True,spec_cond,317.0,0.447,7775.0,spec_cond,spec_cond,False,False,
342,USGS:01309950,USGS:01310000,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,BELLMORE CREEK NEAR BELLMORE NY,BELLMORE CREEK AT BELLMORE NY,tidal_stream,tidal_stream,False,distinct,26.36,26.36,26.36,False,9499700,9499700,True,discharge,5338.0,0.9537,-0.0161,discharge,discharge,True,True,
343,USGS:435440087463800,USGS:435441087463900,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"DISCOVERY FARMS TILE SITE NUMBER 2 NR CLEVELAND,WI","DISCOVERY FARMS WATERWAY NUMBER 1 NR CLEVELAND, WI",tile_outlet,field,True,distinct,29.55,29.55,29.55,False,12175340,12175340,True,discharge,1261.0,0.37,0.0,discharge,discharge,True,True,
344,USGS:413714093375901,USGS:413714093380001,distinct,isaac,,prox100-v1,079N24W27BAC 2021RDP MW-1,079N24W27BAC 2021RDP MW-2,well,well,False,distinct,30.71,30.71,30.71,False,6597748,6597748,True,spec_cond,7.0,,-45.1979,water_temp+spec_cond,water_temp+spec_cond,True,True,
345,USGS:431112088281000,USGS:431113088281000,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"DISCOVERY FARMS TILE SITE NO. 2 NEAR MAPLETON, WI","DISCOVERY FARMS TILE SITE NO. 1 NEAR MAPLETON, WI",tile_outlet,tile_outlet,False,distinct,31.02,31.02,31.02,False,13291652,13291652,True,discharge,657.0,0.8965,-0.0003,discharge,discharge,True,True,
346,USGS:413611087200901,USGS:413612087200901,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"CITY HALL SOUTHEAST FLUME AT GARY, IN","CITY HALL NORTHEAST FLUME AT GARY, IN",storm_drain,stream,True,distinct,31.09,31.09,31.09,False,3398182,3398182,True,discharge,211.0,0.7979,-0.0,discharge+gage_height+spec_cond,discharge+gage_height+spec_cond,True,True,
347,USGS:442944087354100,USGS:442945087354100,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"DISCOVERY FARMS WATERWAY SITE NO. 1 NR KEWAUNEE,WI","DISCOVERY FARMS TILE SITE NUMBER 1 NR KEWAUNEE, WI",field,tile_outlet,True,distinct,31.46,31.46,31.46,False,13064623,13064623,True,discharge,657.0,0.4024,-0.0001,discharge,discharge,True,True,
348,USGS:381804075063402,USGS:381805075063502,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,WO Cg 103,WO Cg 101,well,well,False,distinct,35.45,35.45,35.45,False,8411049,8411047,False,spec_cond,580.0,0.7329,9859.6354,water_temp+spec_cond,water_temp+spec_cond,False,True,
349,USGS:412354086421001,USGS:412354086421010,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"KANKAKEE WELL FIELD SH-1 NEAR HANNA, IN","KANKAKEE WELL FIELD WT-1 NEAR HANNA, IN",well,well,False,distinct,35.88,35.88,35.88,False,13433691,13433691,True,spec_cond,1055.0,0.122,43.2708,water_temp+spec_cond+diss_oxy+ph,water_temp+spec_cond+diss_oxy+ph,True,True,
350,USGS:412354086421002,USGS:412354086421010,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"KANKAKEE WELL FIELD DP-1 NEAR HANNA, IN","KANKAKEE WELL FIELD WT-1 NEAR HANNA, IN",well,well,False,distinct,35.88,35.88,35.88,False,13433691,13433691,True,spec_cond,1154.0,0.0473,137.4426,water_temp+spec_cond+diss_oxy,water_temp+spec_cond+diss_oxy+ph,True,True,
351,USGS:431112088281100,USGS:431113088281000,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"DISCOVERY FARMS WATERWAY NEAR MAPLETON, WI","DISCOVERY FARMS TILE SITE NO. 1 NEAR MAPLETON, WI",stream,tile_outlet,True,distinct,38.3,38.3,38.3,False,13291652,13291652,True,discharge,274.0,0.3077,-0.0033,discharge,discharge,True,True,
352,USGS:413611087201001,USGS:413612087200901,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"CITY HALL NORTH FLUME AT GARY, IN","CITY HALL NORTHEAST FLUME AT GARY, IN",storm_drain,stream,True,distinct,38.66,38.66,38.66,False,3398182,3398182,True,discharge,173.0,0.7478,-0.0004,discharge+gage_height+spec_cond,discharge+gage_height+spec_cond,True,True,
353,USGS:413611087201002,USGS:413612087200901,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"CITY HALL SOUTH FLUME AT GARY, IN","CITY HALL NORTHEAST FLUME AT GARY, IN",storm_drain,stream,True,distinct,38.66,38.66,38.66,False,3398182,3398182,True,discharge,213.0,0.5334,-0.0002,discharge+gage_height+spec_cond,discharge+gage_height+spec_cond,True,True,
354,IWQIS:WQS0031,IWQIS:WQS9931,distinct,isaac,,prox100-v1,Groundwater / Spring at Elkader (31gwBSFH),Groundwater / Spring at Elkader (99qwBSFH),groundwater,groundwater,False,distinct,41.43,27.66,55.22,False,13311475,13311475,True,nitrate,3.0,,12.46,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph+fchl+orthophosphate,nitrate+orthophosphate,True,True,
355,USGS:403921073064801,USGS:403921073070401,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,Fire Island Sunken Forest Middle Well,Fire Island Sunken Forest Inland Well 1,well,well,False,distinct,45.29,45.29,45.29,False,9500282,9500282,True,spec_cond,72.0,0.1681,1137.6562,spec_cond,spec_cond,,,
356,USGS:413611087200901,USGS:413611087201101,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"CITY HALL SOUTHEAST FLUME AT GARY, IN","CITY HALL WEST FLUME AT GARY, IN",storm_drain,storm_drain,False,distinct,45.96,45.96,45.96,False,3398182,3398182,True,discharge,211.0,0.5712,0.0002,discharge+gage_height+spec_cond,discharge+gage_height+spec_cond,True,True,
357,USGS:405051083391001,USGS:405051083391201,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,Eagle Creek tile 1 near Williamstown OH,Eagle Creek waterway 1 near Williamstown OH,tile_outlet,field,True,distinct,46.46,46.46,46.46,False,15645340,15645340,True,discharge,2965.0,0.707,0.0,discharge,discharge,True,True,
358,USGS:381806075063201,USGS:381806075063301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,WO Cg 105,WO Cg 106,well,well,False,distinct,46.9,46.9,46.9,False,8411049,8411049,True,spec_cond,206.0,0.7363,-477.9687,water_temp+spec_cond,water_temp+spec_cond,True,False,
359,USGS:413610087201001,USGS:413611087201004,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"WELL CH-1 AT CITY HALL, GARY, IN","WELL CH-3 AT CITY HALL, GARY, IN",well,well,False,distinct,47.13,47.13,47.13,False,3398182,3398182,True,spec_cond,930.0,-0.13,441.9588,water_temp+spec_cond,water_temp+spec_cond,True,True,
360,USGS:381804075063402,USGS:381806075063301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,WO Cg 103,WO Cg 106,well,well,False,distinct,49.27,49.27,49.27,False,8411049,8411049,True,spec_cond,206.0,0.4548,10271.3542,water_temp+spec_cond,water_temp+spec_cond,False,False,
361,USGS:413714093375802,USGS:413714093380001,distinct,isaac,,prox100-v1,079N24W27BAC 2021RDP PW-1,079N24W27BAC 2021RDP MW-2,well,well,False,distinct,51.66,51.66,51.66,True,6597748,6597748,True,spec_cond,7.0,,-148.6458,water_temp+spec_cond,water_temp+spec_cond,True,True,
362,USGS:380527075124101,USGS:380528075124301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,WO Ef  42,WO Ef  41,well,well,False,distinct,55.17,55.17,55.17,True,8411103,8411103,True,spec_cond,289.0,0.2315,30279.1667,water_temp+spec_cond,water_temp+spec_cond,True,True,
363,USGS:380527075124102,USGS:380528075124301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,WO Ef  43,WO Ef  41,well,well,False,distinct,55.17,55.17,55.17,True,8411103,8411103,True,spec_cond,280.0,-0.2099,-4362.8125,water_temp+spec_cond,water_temp+spec_cond,True,True,
364,USGS:413611087201101,USGS:413612087200901,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"CITY HALL WEST FLUME AT GARY, IN","CITY HALL NORTHEAST FLUME AT GARY, IN",storm_drain,stream,True,distinct,55.49,55.49,55.49,True,3398182,3398182,True,discharge,237.0,0.6869,-0.0002,discharge+gage_height+spec_cond,discharge+gage_height+spec_cond,True,True,
365,USGS:06659500,USGS:06659502,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"LARAMIE R AND PIONEER CANAL NR WOODS LANDING, WY","LARAMIE R BL PIONEER CANAL, NR WOODS LANDING, WY",stream,stream,False,distinct,55.75,55.75,55.75,True,17495437,17495437,True,discharge,1537.0,0.9689,1.4753,discharge,discharge,False,True,
366,USGS:381805075063502,USGS:381806075063301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,WO Cg 101,WO Cg 106,well,well,False,distinct,56.76,56.76,56.76,True,8411047,8411049,False,spec_cond,206.0,0.6019,-9330.5729,water_temp+spec_cond,water_temp+spec_cond,True,False,
367,USGS:424129077495501,USGS:424131077495802,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"NY-SW4 ALFRED FARMS EDGE OF FIELD, SONYEA NY","NY-TL1 ALFRED TILE EDGE OF FIELD, SONYEA NY",field,field,False,distinct,61.46,61.46,61.46,True,15547349,15547349,True,discharge,2207.0,0.3255,-0.0001,discharge,discharge,True,True,
368,USGS:443012087362500,USGS:443014087362500,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"DISCOVERY FARMS WATERWAY SITE NO. 3 NR KEWAUNEE,WI","DISCOVERY FARMS TILE SITE NUMBER 2 NR KEWAUNEE, WI",field,tile_outlet,True,distinct,62.0,62.0,62.0,True,13063587,13063587,True,discharge,700.0,0.393,-0.0,discharge,discharge,True,True,
369,USGS:464115097254700,USGS:464115097255000,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"DISCOVERY FARMS WATERWAY SITE 2 NEAR EMBDEN, ND","DISCOVERY FARMS WATERWAY SITE 1 NEAR EMBDEN, ND",field,field,False,distinct,63.98,63.98,63.98,True,14254591,14254591,True,discharge,2649.0,0.4986,0.0,discharge,discharge,False,False,
370,USGS:393810105453901,USGS:393812105453801,distinct,isaac,,prox100-v1,LC-1137-S T2 LEAVENWORTH CK 1137M DS FR INJ,LC-1203-L LEAV CK LFT BK INF 1203M DS FR INJ WCX T,stream,wetland_outflow,True,distinct,68.36,68.36,68.36,True,2885578,2885578,True,spec_cond,4.0,,-220.7921,water_temp+spec_cond+ph,water_temp+spec_cond+ph,True,True,
371,USGS:450542093105506,USGS:450542093105809,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,GS2-MW4   TCAAP Site K,GS3-MW4   TCAAP Site K,well,well,False,distinct,68.44,68.44,68.44,True,937010716,937010716,True,spec_cond,308.0,0.4561,-435.1406,water_temp+spec_cond,water_temp+spec_cond,False,False,
372,USGS:06286490,USGS:06287000,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,Big Horn Canal near St. Xavier MT,Bighorn R bl Yellowtail Afterbay Dam nr St. Xavier,canal,stream,True,distinct,70.84,70.84,70.84,True,12781155,12781155,True,discharge,3089.0,-0.1211,-72.9725,discharge,discharge+water_temp,True,True,
373,USGS:403921073070401,USGS:403922073064402,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,Fire Island Sunken Forest Inland Well 1,Fire Island Sunken Forest Deep Well,well,well,False,distinct,70.87,70.87,70.87,True,9500282,9500282,True,spec_cond,155.0,0.2632,-343.5729,spec_cond,spec_cond,,,
374,USGS:424129077495502,USGS:424131077495802,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"NY-TL2 ALFRED TILE EDGE OF FIELD, SONYEA","NY-TL1 ALFRED TILE EDGE OF FIELD, SONYEA NY",field,field,False,distinct,71.01,71.01,71.01,True,15547349,15547349,True,discharge,2207.0,0.8201,-0.0,discharge,discharge,True,True,
375,USGS:07250550,USGS:07250551,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"AR River at James W. Trimble L&D nr Van Buren, AR","ARK RIVER HYDROPLANT AT TRIMBLE L&D NR VAN BUREN,",stream,stream,False,distinct,74.81,74.81,74.81,True,7756168,7756168,True,discharge,3600.0,-0.1851,127.4258,discharge,discharge,True,False,
376,USGS:381804075063402,USGS:381806075063201,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,WO Cg 103,WO Cg 105,well,well,False,distinct,74.82,74.82,74.82,True,8411049,8411049,True,spec_cond,206.0,0.5329,11685.5729,water_temp+spec_cond,water_temp+spec_cond,False,True,
377,USGS:413611087201004,USGS:413612087201301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"WELL CH-3 AT CITY HALL, GARY, IN","WELL CH-2 AT CITY HALL, GARY, IN",well,well,False,distinct,75.66,75.66,75.66,True,3398182,3398182,True,spec_cond,933.0,0.251,-396.5833,water_temp+spec_cond,water_temp+spec_cond,True,True,
378,USGS:403921073070401,USGS:403922073064401,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,Fire Island Sunken Forest Inland Well 1,Fire Island Sunken Forest Marsh Well,well,well,False,distinct,79.62,79.62,79.62,True,9500282,9500282,True,spec_cond,220.0,-0.0097,-1638.6146,spec_cond,spec_cond,,,
379,USGS:424129077495502,USGS:424131077495801,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"NY-TL2 ALFRED TILE EDGE OF FIELD, SONYEA","NY-SW3 ALFRED FARMS EDGE OF FIELD, SONYEA NY",field,field,False,distinct,80.73,80.73,80.73,True,15547349,15547349,True,discharge,1670.0,0.2637,0.0,discharge,discharge,True,True,
380,USGS:401350073594801,USGS:401350073595201,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,Atlantic Oc in Deal Lk surge chmbr at Asbury Pk NJ,Deal Lake at Flume House at Asbury Park NJ,estuary,lake,True,distinct,82.54,82.54,82.54,True,6261966,6261966,True,spec_cond,21.0,0.7181,4712.6042,water_temp+spec_cond+diss_oxy+ph,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,True,True,
381,USGS:450542093105809,USGS:450543093105407,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,GS3-MW4   TCAAP Site K,GS1-MW8   TCAAP Site K,well,well,False,distinct,87.66,87.66,87.66,True,937010716,937010716,True,spec_cond,617.0,0.2996,180.2917,water_temp+spec_cond,water_temp+spec_cond,False,False,
382,USGS:403921073064801,USGS:403922073064402,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,Fire Island Sunken Forest Middle Well,Fire Island Sunken Forest Deep Well,well,well,False,distinct,90.66,90.66,90.66,True,9500282,9500282,True,spec_cond,87.0,-0.071,673.1875,spec_cond,spec_cond,,,
383,USGS:0414826544,USGS:0414826545,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"TRIB TO LUM DRAIN ADJ SHARP RD NR SWARTZ CREEK, MI","TRIB TILE TO LUM DRAIN NEAR SWARTZ CREEK, MI",field,field,False,distinct,95.8,89.45,450.92,True,13019703,13019703,True,discharge,1992.0,0.6183,-0.0003,discharge,discharge,True,True,
384,USGS:381805075063502,USGS:381806075063201,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,WO Cg 101,WO Cg 105,well,well,False,distinct,97.58,97.58,97.58,True,8411047,8411049,False,spec_cond,206.0,0.6038,-7458.2292,water_temp+spec_cond,water_temp+spec_cond,True,True,
